PM25,date,alt,atm,PM1,temp,PM10,humid
38,2017-08-04T21:55:03.158Z,123.21,998.53,21,30.14,45,100
33,2017-08-04T22:00:03.716Z,123.49,998.5,13,30.28,36,100
33,2017-08-04T22:05:03.229Z,123.3,998.54,13,30.39,36,100
32,2017-08-04T22:10:03.287Z,123.69,998.5,13,30.39,36,100
33,2017-08-04T22:15:03.909Z,123.11,998.55,12,30.58,36,100
33,2017-08-04T22:20:03.538Z,122.36,998.67,12,30.75,36,100
30,2017-08-04T22:25:03.267Z,122.87,998.59,12,30.98,34,100
32,2017-08-04T22:30:03.676Z,123.16,998.57,13,30.95,33,100
32,2017-08-04T22:35:03.127Z,122.97,998.59,13,30.84,33,100
30,2017-08-04T22:40:02.859Z,123.2,998.56,13,31.14,33,100
31,2017-08-04T22:45:03.508Z,123.21,998.54,12,31.34,35,100
31,2017-08-04T22:50:03.236Z,123.17,998.53,12,31.27,35,100
26,2017-08-04T22:55:03.881Z,122.7,998.59,12,31.36,29,100
27,2017-08-04T23:00:03.407Z,122.6,998.64,12,31.61,30,100
27,2017-08-04T23:05:03.035Z,122.8,998.59,12,31.88,30,100
26,2017-08-04T23:10:03.175Z,122.45,998.61,13,32.09,28,100
24,2017-08-04T23:15:03.819Z,122.57,998.67,11,31.94,29,100
24,2017-08-04T23:20:03.444Z,122.72,998.55,11,32.05,29,100
24,2017-08-04T23:25:02.968Z,123.49,998.49,10,32.59,28,100
25,2017-08-04T23:30:22.144Z,124.09,998.4,13,32.58,27,100
25,2017-08-04T23:35:17.686Z,123.71,998.46,13,32.06,27,100
29,2017-08-04T23:40:03.586Z,124.3,998.49,12,31.91,33,100
27,2017-08-04T23:45:03.016Z,123.45,998.54,10,32.22,29,100
27,2017-08-04T23:50:03.657Z,122.91,998.56,10,32.77,29,100
26,2017-08-05T00:45:16.241Z,122.31,998.62,13,33.35,31,99.75
26,2017-08-05T00:50:03.663Z,122.73,998.62,13,33.44,31,99.06
25,2017-08-05T00:55:03.396Z,122.45,998.65,11,33.16,31,100
27,2017-08-05T01:00:03.116Z,122.4,998.59,12,33.39,28,100
27,2017-08-05T01:05:03.766Z,122.4,998.66,12,33.95,28,98.45
28,2017-08-05T01:10:03.705Z,122.07,998.62,14,34.66,30,95.62
27,2017-08-05T01:15:03.119Z,122.09,998.62,13,34.89,28,94.25
27,2017-08-05T01:20:03.877Z,122.55,998.7,13,34.65,28,95.41
25,2017-08-05T01:25:03.570Z,122.09,998.62,11,36.16,29,91.26
23,2017-08-05T01:30:03.093Z,122,998.65,11,35.33,26,93.44
23,2017-08-05T01:35:03.745Z,121.57,998.73,11,35.21,26,92.7
26,2017-08-05T01:40:03.470Z,121.94,998.64,10,35.88,27,92.15
24,2017-08-05T01:45:16.410Z,122.18,998.65,8,35.27,29,92.81
24,2017-08-05T01:50:03.047Z,122.82,998.67,8,35.49,29,92.5
27,2017-08-05T01:55:03.571Z,123.38,998.55,11,34.64,30,95.61
26,2017-08-05T02:00:03.002Z,123.33,998.51,12,34.86,30,94.8
26,2017-08-05T02:05:03.437Z,123.53,998.49,12,34.89,30,95.27
26,2017-08-05T02:10:03.484Z,122.88,998.55,12,35.05,30,95.01
31,2017-08-05T02:15:03.206Z,123.16,998.54,15,35.84,35,90.75
31,2017-08-05T02:20:03.746Z,123.67,998.49,15,36.11,35,91.11
31,2017-08-05T02:25:03.477Z,123.58,998.52,15,37.53,35,85.48
26,2017-08-05T02:30:03.217Z,123.79,998.46,15,37.77,28,84.28
26,2017-08-05T02:35:03.900Z,123.79,998.48,15,37.9,28,83.19
26,2017-08-05T02:40:03.886Z,124.48,998.39,15,37.52,28,84.31
26,2017-08-05T02:45:03.307Z,125.09,998.27,11,38.13,28,82.02
26,2017-08-05T02:50:02.835Z,125.42,998.3,11,36.75,28,86.98
26,2017-08-05T02:55:03.380Z,125.33,998.25,11,37.14,28,86.77
26,2017-08-05T03:00:02.903Z,125.52,998.23,11,37.03,30,87.05
26,2017-08-05T03:05:03.449Z,126.65,998.14,11,37.41,30,86.15
26,2017-08-05T03:10:03.170Z,127.11,998.06,11,37.81,30,83.33
26,2017-08-05T03:15:03.723Z,128.06,997.94,11,39.19,30,80.11
26,2017-08-05T03:20:03.346Z,128.37,997.93,11,37.97,30,77.92
26,2017-08-05T03:25:03.998Z,129.34,997.8,11,36.96,30,81.36
26,2017-08-05T03:30:03.728Z,129.51,997.81,11,36.52,30,80.21
26,2017-08-05T03:35:03.249Z,130.45,997.7,11,36.53,30,80.89
26,2017-08-05T03:40:03.184Z,131.24,997.62,11,37.62,30,84.02
26,2017-08-05T03:45:03.933Z,131.93,997.48,11,37.67,30,80.3
24,2017-08-05T03:50:03.559Z,132.18,997.42,10,38.29,24,81.82
24,2017-08-05T03:55:03.434Z,132.82,997.4,10,38.09,24,81.46
29,2017-08-05T04:00:02.908Z,133.56,997.33,14,38.31,33,79.02
24,2017-08-05T04:05:18.017Z,134.28,997.22,9,37.4,26,82.36
24,2017-08-05T04:10:02.979Z,134.43,997.26,9,36.4,26,86.61
29,2017-08-05T04:15:03.527Z,135.11,997.12,11,36.61,31,82.43
19,2017-08-05T04:20:03.057Z,135.65,997.04,11,36.82,20,84.45
19,2017-08-05T04:25:03.600Z,135.16,997.14,11,36.45,20,83.41
22,2017-08-05T04:30:03.120Z,134.52,997.15,10,36.62,23,84.36
24,2017-08-05T04:35:03.667Z,135.38,997.11,10,36.83,27,82.44
24,2017-08-05T04:40:03.621Z,135.44,997.11,10,36.05,27,83.72
18,2017-08-05T04:45:03.150Z,136.9,996.96,10,35.35,22,87.72
25,2017-08-05T04:50:03.712Z,136.47,996.97,12,35.52,30,87.07
25,2017-08-05T04:55:03.397Z,136.43,997,12,35.85,30,84.98
18,2017-08-05T05:00:03.022Z,136,996.98,12,35.5,21,89.07
31,2017-08-05T05:05:17.808Z,136.84,996.95,12,34.47,34,84.22
31,2017-08-05T05:10:03.605Z,136.72,996.96,12,34.42,34,82.15
13,2017-08-05T05:15:03.331Z,136.66,996.94,5,34.92,15,86.33
17,2017-08-05T05:20:15.777Z,136.63,996.96,7,34.65,17,85.29
17,2017-08-05T05:25:03.505Z,135.68,997.08,7,33.82,17,82.96
15,2017-08-05T05:30:03.029Z,136.21,997.01,7,33.93,17,81.71
16,2017-08-05T05:35:03.575Z,136.52,996.97,8,34.23,18,91.98
16,2017-08-05T05:40:03.293Z,136.21,996.97,8,35.44,18,84.41
18,2017-08-05T05:45:03.950Z,136.21,996.97,9,34.08,20,78.86
18,2017-08-05T05:50:03.679Z,136.06,997.02,8,34.65,20,78.96
18,2017-08-05T05:55:03.304Z,136.93,996.97,8,35.37,20,90.24
26,2017-08-05T06:00:03.031Z,137.18,996.85,15,35.08,28,82.85
18,2017-08-05T06:05:03.576Z,138.4,996.68,9,34.73,18,84.52
18,2017-08-05T06:10:16.925Z,139.83,996.55,9,34.87,18,83.83
18,2017-08-05T06:15:03.646Z,138.33,996.75,9,34.6,18,90.27
23,2017-08-05T06:20:03.273Z,138.44,996.76,14,35.35,26,89.43
23,2017-08-05T06:25:03.925Z,140.37,996.52,14,34.59,26,90.95
23,2017-08-05T06:30:03.391Z,139.64,996.6,14,34.93,26,87.01
25,2017-08-05T06:35:02.973Z,139.38,996.56,12,36.33,28,86.85
25,2017-08-05T06:40:03.771Z,141.51,996.41,12,35.75,28,86.68
25,2017-08-05T06:45:03.413Z,140.66,996.41,12,36.27,28,87.14
30,2017-08-05T06:50:02.917Z,142.23,996.27,17,36.75,32,87.13
30,2017-08-05T06:55:03.463Z,143.07,996.17,17,36.56,32,86.54
34,2017-08-05T07:00:09.132Z,143.08,996.14,14,35.91,37,92.78
34,2017-08-05T07:05:03.594Z,143.61,996.08,14,33.65,37,95.38
34,2017-08-05T07:10:03.404Z,143.93,996.05,14,35.02,37,94.79
36,2017-08-05T07:15:03.138Z,144.56,996.05,15,34.14,40,95.32
36,2017-08-05T07:20:03.638Z,144.71,995.95,15,33.59,40,98.93
36,2017-08-05T07:25:03.059Z,145.1,995.94,15,33.84,40,98.37
36,2017-08-05T07:30:03.604Z,145.07,995.98,16,33.24,40,100
36,2017-08-05T07:35:03.333Z,145.08,995.96,16,33.28,40,100
36,2017-08-05T07:40:03.075Z,146.14,995.76,16,35.26,40,94.74
32,2017-08-05T07:45:03.705Z,147.63,995.68,14,32.92,37,100
32,2017-08-05T07:50:03.436Z,147.6,995.62,14,33.1,37,100
32,2017-08-05T07:55:16.791Z,149.1,995.5,14,32.89,37,100
32,2017-08-05T08:00:04.231Z,148.79,995.51,14,32.89,37,100
31,2017-08-05T08:05:03.950Z,148.99,995.48,12,32.63,34,100
31,2017-08-05T08:10:03.988Z,150.33,995.34,12,32.63,34,100
31,2017-08-05T08:15:03.613Z,149.64,995.35,12,32.63,34,100
31,2017-08-05T08:20:16.605Z,151.28,995.24,14,33,36,100
31,2017-08-05T08:25:03.273Z,151.52,995.12,14,32.8,36,100
31,2017-08-05T08:30:04.021Z,151.54,995.19,14,32.87,36,100
28,2017-08-05T08:35:03.650Z,153.48,994.96,13,33.7,33,100
28,2017-08-05T08:40:03.382Z,153.41,994.97,13,34.65,33,98.24
28,2017-08-05T08:45:02.902Z,154.44,994.86,13,34.26,33,98.96
26,2017-08-05T08:50:03.450Z,155.15,994.73,11,34.55,32,100
26,2017-08-05T08:55:03.177Z,155.56,994.72,11,34.85,32,97.93
26,2017-08-05T09:00:03.827Z,154.85,994.79,11,34.59,32,97.26
26,2017-08-05T09:05:03.262Z,155.54,994.75,11,34.5,27,97.28
26,2017-08-05T09:10:03.282Z,155.19,994.74,11,34.44,27,97.2
26,2017-08-05T09:15:03.728Z,155.39,994.67,11,34.34,27,97.8
24,2017-08-05T09:20:03.364Z,156.89,994.49,13,34.18,27,97.62
24,2017-08-05T09:25:02.973Z,156.95,994.52,13,34.15,27,98.23
24,2017-08-05T09:30:03.939Z,158.73,994.39,13,34.16,27,99.11
25,2017-08-05T09:35:03.684Z,158.94,994.36,10,34.2,30,97.67
25,2017-08-05T09:40:03.501Z,158.84,994.4,10,34.2,30,99.61
25,2017-08-05T09:45:03.114Z,157.91,994.44,10,34.04,30,100
26,2017-08-05T09:50:03.763Z,158.62,994.39,12,33.76,30,100
26,2017-08-05T09:55:03.389Z,158.58,994.37,12,33.94,30,100
26,2017-08-05T10:00:03.115Z,158.53,994.32,12,33.75,30,100
27,2017-08-05T10:05:19.174Z,158.2,994.38,12,33.71,30,100
27,2017-08-05T10:10:16.387Z,158.48,994.44,12,33.63,30,100
27,2017-08-05T10:15:03.013Z,158.08,994.42,12,33.56,30,100
27,2017-08-05T10:20:03.559Z,157.41,994.49,10,33.33,30,100
27,2017-08-05T10:25:03.086Z,157.74,994.49,10,33.2,30,100
27,2017-08-05T10:30:03.632Z,157.1,994.54,10,33.09,30,100
31,2017-08-05T10:35:04.445Z,157.72,994.44,13,32.95,33,100
31,2017-08-05T10:40:03.290Z,157.03,994.5,13,32.89,33,100
31,2017-08-05T10:45:03.839Z,157.23,994.5,13,32.78,33,100
28,2017-08-05T10:50:03.363Z,157.38,994.45,13,32.66,33,100
28,2017-08-05T10:55:03.089Z,156.43,994.55,13,32.55,33,100
28,2017-08-05T11:00:03.849Z,155.79,994.65,13,32.51,33,100
38,2017-08-05T11:05:03.468Z,155.16,994.77,17,32.5,42,100
38,2017-08-05T11:10:03.513Z,154.26,994.88,17,32.31,42,100
38,2017-08-05T11:15:03.229Z,152.86,994.99,17,32.41,42,100
30,2017-08-05T11:20:03.026Z,152.59,995.03,12,32.35,35,100
30,2017-08-05T11:25:03.607Z,151.92,995.16,12,32.28,35,100
30,2017-08-05T11:30:03.334Z,151.32,995.21,12,32.17,35,100
28,2017-08-05T11:35:02.857Z,150.38,995.29,14,32.01,29,100
28,2017-08-05T11:40:21.965Z,149.89,995.39,14,31.95,29,100
28,2017-08-05T11:45:03.543Z,149.37,995.42,14,32.05,29,100
30,2017-08-05T11:50:03.167Z,148.39,995.54,15,31.98,33,100
30,2017-08-05T11:55:03.920Z,147.06,995.68,15,32.02,33,100
30,2017-08-05T12:00:03.679Z,146.92,995.67,15,31.91,33,100
29,2017-08-05T12:05:03.277Z,146.52,995.72,13,31.96,31,100
29,2017-08-05T12:10:03.102Z,146.31,995.84,13,31.83,31,100
29,2017-08-05T12:15:03.753Z,145.94,995.85,13,31.75,31,100
30,2017-08-05T12:20:17.311Z,145.56,995.89,12,31.75,32,100
30,2017-08-05T12:25:03.820Z,145.17,995.97,12,31.81,32,100
30,2017-08-05T12:30:03.447Z,144.08,996.13,12,31.77,32,100
34,2017-08-05T12:35:02.869Z,143.12,996.11,15,31.74,37,100
34,2017-08-05T12:40:03.618Z,143.34,996.15,15,31.51,37,100
34,2017-08-05T12:45:03.246Z,143.63,996.09,15,31.56,37,100
32,2017-08-05T12:50:03.673Z,143.55,996.14,15,31.31,38,100
32,2017-08-05T12:55:03.319Z,143.12,996.12,15,31.52,38,100
31,2017-08-05T13:00:02.944Z,143.42,996.15,13,31.6,35,100
28,2017-08-05T13:05:03.694Z,143.11,996.17,13,31.54,36,100
28,2017-08-05T13:10:03.395Z,143.06,996.22,13,31.43,36,100
27,2017-08-05T13:15:16.996Z,142.96,996.19,11,31.36,29,100
28,2017-08-05T13:20:03.494Z,141.58,996.31,15,31.48,33,100
28,2017-08-05T13:25:15.843Z,141.23,996.43,15,31.48,33,100
28,2017-08-05T13:30:03.461Z,140.71,996.49,15,31.43,33,100
28,2017-08-05T13:35:03.137Z,140.66,996.48,15,31.39,33,100
28,2017-08-05T13:40:03.117Z,140.59,996.46,12,31.33,33,100
28,2017-08-05T13:45:03.594Z,140.47,996.52,12,31.2,31,100
28,2017-08-05T13:50:03.006Z,139.99,996.51,12,31.15,31,100
31,2017-08-05T13:55:03.533Z,139.61,996.55,16,31.01,35,100
30,2017-08-05T14:00:03.091Z,139.47,996.61,16,30.98,35,100
30,2017-08-05T14:05:03.620Z,140.31,996.56,16,30.92,35,100
34,2017-08-05T14:10:17.586Z,139.62,996.58,14,30.95,37,100
29,2017-08-05T14:15:03.204Z,140.33,996.54,13,30.86,32,100
29,2017-08-05T14:20:04.057Z,140.14,996.53,13,30.87,32,100
29,2017-08-05T14:25:03.575Z,141.03,996.48,13,30.79,32,100
35,2017-08-05T14:30:03.058Z,140.94,996.44,15,30.77,35,100
35,2017-08-05T14:35:03.712Z,141.26,996.37,15,30.78,35,100
30,2017-08-05T14:40:03.479Z,142.07,996.35,14,30.63,34,100
33,2017-08-05T14:45:03.165Z,142.44,996.22,13,30.68,38,100
33,2017-08-05T14:50:03.831Z,142.56,996.23,13,30.81,38,100
31,2017-08-05T14:55:03.537Z,142.11,996.26,17,30.8,34,100
31,2017-08-05T15:00:03.166Z,142.14,996.27,16,30.79,36,100
31,2017-08-05T15:05:03.814Z,142.77,996.21,16,30.76,36,100
30,2017-08-05T15:10:03.605Z,142.34,996.26,15,30.67,35,100
35,2017-08-05T15:15:03.166Z,142.08,996.27,19,30.76,38,100
35,2017-08-05T15:20:04.038Z,142.16,996.29,19,30.61,38,100
32,2017-08-05T15:25:03.748Z,142.75,996.22,17,30.72,34,100
33,2017-08-05T15:30:03.373Z,142.64,996.2,15,30.72,37,100
33,2017-08-05T15:35:02.896Z,142.7,996.18,15,30.83,37,100
33,2017-08-05T15:40:03.854Z,142.83,996.21,15,30.72,37,100
30,2017-08-05T15:45:18.945Z,143.29,996.19,14,30.75,31,100
30,2017-08-05T15:50:03.676Z,143.97,996.04,15,30.31,34,100
30,2017-08-05T15:55:03.241Z,144.64,995.97,15,30.55,34,100
30,2017-08-05T16:00:03.788Z,145.24,995.93,15,30.56,34,100
32,2017-08-05T16:05:03.518Z,145.04,995.9,18,30.65,37,100
32,2017-08-05T16:10:03.590Z,146.4,995.84,18,30.7,37,100
32,2017-08-05T16:15:03.175Z,146.19,995.82,18,30.71,37,100
41,2017-08-05T16:20:03.826Z,146.11,995.86,21,30.64,46,100
41,2017-08-05T16:25:03.452Z,145.17,995.93,21,30.63,46,100
41,2017-08-05T16:30:02.971Z,146.02,995.83,21,30.62,46,100
35,2017-08-05T16:35:03.520Z,145.74,995.8,20,30.6,42,100
35,2017-08-05T16:40:03.350Z,146.75,995.75,20,30.64,42,100
35,2017-08-05T16:45:02.975Z,146.78,995.79,20,30.64,42,100
34,2017-08-05T16:50:03.524Z,146.84,995.71,13,30.59,40,100
34,2017-08-05T16:55:03.044Z,147.65,995.67,13,30.72,40,100
34,2017-08-05T17:00:18.139Z,147.47,995.69,13,30.57,40,100
30,2017-08-05T17:05:03.628Z,147.97,995.66,12,30.67,31,100
30,2017-08-05T17:10:03.558Z,148.07,995.58,12,30.56,31,100
30,2017-08-05T17:15:03.086Z,148.18,995.57,12,30.65,31,100
29,2017-08-05T17:20:03.626Z,148.46,995.56,14,30.63,32,100
29,2017-08-05T17:25:03.504Z,148.84,995.51,14,30.63,32,100
29,2017-08-05T18:45:56.109Z,150.57,995.33,14,30.57,33,100
29,2017-08-05T18:50:03.766Z,150.28,995.33,14,30.43,33,100
26,2017-08-05T18:55:03.381Z,151.24,995.29,11,30.37,29,100
26,2017-08-05T19:00:02.899Z,151.4,995.26,12,30.34,31,100
26,2017-08-05T19:05:03.439Z,151.45,995.21,12,30.41,31,100
27,2017-08-05T19:10:03.478Z,151.97,995.13,11,30.24,29,100
29,2017-08-05T19:15:16.454Z,151.72,995.18,11,30.23,32,100
29,2017-08-05T19:20:02.966Z,151.49,995.19,11,30.45,32,100
26,2017-08-05T19:25:03.582Z,151.67,995.14,13,30.56,28,100
26,2017-08-05T19:30:03.307Z,152.13,995.13,10,30.47,29,100
26,2017-08-05T19:35:03.960Z,152.19,995.08,10,30.24,29,100
26,2017-08-05T19:40:03.997Z,152.72,995.08,9,30.23,30,100
25,2017-08-05T19:45:19.138Z,151.88,995.07,11,30.1,28,100
25,2017-08-05T19:50:03.602Z,152.42,995.06,11,30.16,28,100
25,2017-08-05T19:55:03.020Z,152.58,995.03,11,30.05,28,100
27,2017-08-05T20:00:03.673Z,153.04,995.02,9,30.05,29,100
27,2017-08-05T20:05:03.115Z,152.48,995.05,9,30.25,29,100
27,2017-08-05T20:10:03.023Z,152.33,995.1,9,30.41,29,100
24,2017-08-05T20:15:03.675Z,151.84,995.16,11,30.44,25,100
24,2017-08-05T20:20:16.668Z,151.19,995.26,11,30.48,25,100
24,2017-08-05T20:25:17.079Z,150.56,995.3,11,30.37,25,100
24,2017-08-05T20:30:31.408Z,149.94,995.37,11,30.46,25,100
24,2017-08-05T20:35:02.893Z,149.56,995.36,11,30.49,25,100
24,2017-08-05T20:40:03.630Z,149.66,995.35,11,30.35,25,100
24,2017-08-05T20:45:03.262Z,149.02,995.47,11,30.43,25,100
24,2017-08-05T20:50:03.805Z,148.5,995.52,11,30.37,25,100
24,2017-08-05T20:55:17.362Z,148.07,995.57,11,30.33,25,100
24,2017-08-05T21:00:02.851Z,148.65,995.54,11,30.15,25,100
24,2017-08-05T21:05:03.602Z,147.66,995.65,11,30.42,25,100
24,2017-08-05T21:10:03.440Z,147.26,995.68,11,30.21,25,100
24,2017-08-05T21:15:02.956Z,147,995.74,11,30.28,25,100
24,2017-08-05T21:20:03.515Z,147.01,995.73,11,30.23,25,100
24,2017-08-05T21:25:03.232Z,146.54,995.79,11,30.37,25,100
24,2017-08-05T21:30:02.855Z,146.61,995.74,11,30.43,25,100
24,2017-08-05T21:35:03.402Z,146.81,995.75,11,30.5,25,100
24,2017-08-05T21:40:17.267Z,146.7,995.73,11,30.38,25,100
24,2017-08-05T21:45:03.675Z,146.78,995.75,11,30.47,25,100
19,2017-08-05T21:50:03.205Z,145.85,995.88,8,30.28,23,100
19,2017-08-05T21:55:03.745Z,145.64,995.93,8,30.45,23,100
18,2017-08-05T22:00:18.302Z,144.64,995.98,9,30.61,20,100
18,2017-08-05T22:05:03.917Z,144.54,995.96,9,30.55,21,100
18,2017-08-05T22:10:04.138Z,145.71,995.91,9,30.63,21,100
17,2017-08-05T22:15:03.681Z,145.07,995.92,8,30.58,19,100
18,2017-08-05T22:20:16.726Z,144.93,996,7,30.59,20,100
18,2017-08-05T22:25:03.238Z,144.46,995.98,7,30.71,20,100
18,2017-08-05T22:30:03.786Z,144.28,996.04,9,30.65,19,100
20,2017-08-05T22:35:03.307Z,144.97,995.92,9,30.72,21,100
20,2017-08-05T22:40:03.241Z,144.29,996.04,9,30.66,21,100
18,2017-08-05T22:45:03.890Z,144.28,996.04,9,30.75,20,100
18,2017-08-05T22:50:03.617Z,143.85,996.1,9,30.71,19,100
18,2017-08-05T22:55:03.243Z,143.52,996.16,9,30.69,19,100
18,2017-08-05T23:00:03.891Z,143.14,996.15,9,30.79,20,100
15,2017-08-05T23:05:03.517Z,144.24,996.13,5,30.88,18,100
15,2017-08-05T23:10:03.356Z,144.12,996.03,5,31.18,18,100
17,2017-08-05T23:15:17.061Z,144.51,996.02,6,31.5,20,100
16,2017-08-05T23:20:03.749Z,144.51,996.01,6,31.4,16,100
16,2017-08-05T23:25:03.367Z,145.32,995.95,6,31.65,16,100
16,2017-08-05T23:30:03.079Z,145.22,995.96,7,31.88,21,100
16,2017-08-05T23:35:03.732Z,145.4,995.86,6,31.53,18,100
16,2017-08-05T23:40:03.662Z,145.85,995.89,6,31.77,18,100
12,2017-08-05T23:45:18.934Z,145.63,995.87,4,31.9,14,100
12,2017-08-05T23:50:03.631Z,145.61,995.87,5,31.85,15,100
12,2017-08-05T23:55:03.355Z,145.43,995.86,5,31.86,15,100
17,2017-08-06T00:00:02.981Z,145.97,995.86,8,32.02,19,100
11,2017-08-06T00:05:03.427Z,145.48,995.93,4,32.14,13,100
11,2017-08-06T00:10:03.358Z,145.61,995.87,4,32.38,13,100
18,2017-08-06T00:15:02.882Z,145.02,995.94,9,32.53,21,100
13,2017-08-06T00:20:03.634Z,144.58,995.99,5,32.93,16,100
13,2017-08-06T00:25:03.259Z,144.35,996.04,5,32.67,16,100
18,2017-08-06T00:30:03.910Z,144.79,995.99,8,32.29,19,100
13,2017-08-06T00:35:03.538Z,145.43,995.94,5,32.07,13,100
13,2017-08-06T00:40:03.367Z,145.76,995.89,5,32.03,13,100
17,2017-08-06T00:45:02.989Z,145.43,995.93,8,32.43,18,100
13,2017-08-06T00:50:03.535Z,144.96,995.97,5,31.91,14,100
13,2017-08-06T00:55:03.058Z,144.56,995.97,5,32.03,14,100
17,2017-08-06T01:00:17.555Z,144.56,995.98,8,31.66,19,100
18,2017-08-06T01:05:03.133Z,143.31,996.14,11,31.58,22,100
18,2017-08-06T01:10:02.961Z,143.56,996.12,11,31.46,22,100
17,2017-08-06T01:15:03.612Z,143.43,996.18,7,31.34,18,100
13,2017-08-06T01:20:03.335Z,141.77,996.4,6,30.1,14,100
13,2017-08-06T01:25:17.203Z,140.95,996.47,6,29.84,14,100
13,2017-08-06T01:30:03.970Z,142.15,996.3,6,29.55,14,100
7,2017-08-06T01:35:03.573Z,141.13,996.4,3,29.3,8,100
7,2017-08-06T01:40:03.617Z,140.81,996.43,3,28.02,8,100
7,2017-08-06T01:45:03.253Z,142.59,996.24,3,27.65,8,100
10,2017-08-06T01:50:03.812Z,142.29,996.25,3,28.61,14,100
10,2017-08-06T01:55:03.235Z,141.2,996.37,3,27.98,14,100
10,2017-08-06T02:00:03.989Z,140.96,996.42,3,28.22,14,100
8,2017-08-06T02:05:03.587Z,141.64,996.32,2,28.35,11,100
8,2017-08-06T02:10:03.763Z,141.03,996.44,2,27.97,11,100
8,2017-08-06T02:15:03.443Z,141.43,996.31,2,28.09,11,100
11,2017-08-06T02:20:03.073Z,142.46,996.25,5,28.32,12,100
11,2017-08-06T02:25:03.514Z,142.22,996.3,5,28.11,12,100
11,2017-08-06T02:30:03.142Z,143.52,996.1,5,28.04,12,100
18,2017-08-06T02:35:03.796Z,143.49,996.13,10,28.4,20,100
18,2017-08-06T02:40:03.528Z,143.23,996.14,10,28.2,20,100
18,2017-08-06T02:45:03.045Z,142.35,996.23,10,28.64,20,100
17,2017-08-06T02:50:03.691Z,142.29,996.3,6,28.48,18,100
17,2017-08-06T02:55:03.422Z,143.67,996.07,6,28.72,18,100
17,2017-08-06T03:00:03.150Z,143.69,996.09,6,29.1,18,100
18,2017-08-06T03:05:03.796Z,143.94,996.08,8,29.35,19,100
18,2017-08-06T03:10:03.833Z,145.52,995.94,8,29.39,19,100
18,2017-08-06T03:15:03.456Z,147.21,995.71,8,29.43,19,100
13,2017-08-06T03:20:02.976Z,148.3,995.62,5,30.53,17,100
13,2017-08-06T03:25:03.526Z,148.32,995.58,5,31.26,17,100
13,2017-08-06T03:30:02.950Z,149.4,995.45,5,31.87,17,100
15,2017-08-06T03:35:03.596Z,150.26,995.33,6,31.85,18,100
15,2017-08-06T03:40:03.528Z,150.49,995.29,6,31.32,18,100
15,2017-08-06T03:45:03.051Z,150.89,995.22,6,31.25,18,100
16,2017-08-06T03:50:03.598Z,151.83,995.16,7,31.06,17,100
16,2017-08-06T03:55:03.122Z,152.51,995.02,7,31.02,17,100
12,2017-08-06T04:00:32.957Z,152.37,995.09,6,30.66,16,100
15,2017-08-06T04:05:03.416Z,152.36,995.06,6,30.63,15,100
15,2017-08-06T04:10:16.340Z,151.93,995.11,6,30.54,15,100
18,2017-08-06T04:15:16.084Z,153.65,994.91,8,31.07,19,100
18,2017-08-06T04:20:03.833Z,153.79,994.91,9,31.36,19,100
18,2017-08-06T04:25:03.434Z,153.56,994.88,9,31.21,19,100
18,2017-08-06T04:30:16.990Z,154.68,994.8,8,32.6,20,100
22,2017-08-06T04:35:03.401Z,155.5,994.72,9,32.6,23,100
22,2017-08-06T04:40:16.667Z,156.36,994.64,9,32.53,23,100
17,2017-08-06T04:45:03.367Z,157.67,994.45,6,32.36,18,100
22,2017-08-06T04:50:02.891Z,158.48,994.36,11,32.19,24,100
22,2017-08-06T04:55:03.437Z,158.53,994.32,11,32.72,24,100
20,2017-08-06T05:00:02.858Z,158.65,994.29,11,32.9,24,100
27,2017-08-06T05:05:03.508Z,159.67,994.21,13,33,27,100
27,2017-08-06T05:10:03.543Z,159.86,994.22,13,32.96,27,100
18,2017-08-06T05:15:03.271Z,159.99,994.21,7,32.93,22,100
23,2017-08-06T05:20:17.083Z,160.02,994.17,11,33.24,25,100
23,2017-08-06T05:25:03.753Z,160.85,994.07,11,32.4,25,100
26,2017-08-06T05:30:03.173Z,162.89,993.84,13,32.61,28,100
25,2017-08-06T05:35:16.623Z,163.06,993.75,8,33.48,25,100
25,2017-08-06T05:40:03.441Z,163.14,993.78,8,35.49,25,95.37
25,2017-08-06T05:45:16.185Z,164,993.71,12,33.18,27,100
27,2017-08-06T05:50:03.823Z,165.09,993.58,16,34.84,28,98.12
27,2017-08-06T05:55:03.546Z,165.73,993.49,16,34.97,28,97.99
27,2017-08-06T06:00:03.075Z,165.57,993.49,16,34.16,28,99.95
24,2017-08-06T06:05:03.615Z,166.61,993.38,9,34.74,27,98.06
24,2017-08-06T06:10:03.446Z,167.18,993.36,9,35.87,27,96.72
24,2017-08-06T06:15:03.071Z,166.32,993.32,9,34.95,27,98.73
24,2017-08-06T06:20:03.625Z,167.47,993.25,13,35.12,25,96.59
24,2017-08-06T06:25:03.159Z,167.51,993.31,13,34.86,25,94.29
24,2017-08-06T06:30:03.689Z,167.04,993.36,13,34.2,25,94.11
19,2017-08-06T06:35:03.216Z,168.2,993.2,10,34.47,20,96.23
19,2017-08-06T06:40:17.251Z,168.93,993.19,10,34.25,20,97.57
19,2017-08-06T06:45:03.908Z,168.72,993.14,10,34.93,20,94.94
18,2017-08-06T06:50:03.661Z,168.79,993.15,10,34.67,21,96.12
18,2017-08-06T06:55:03.250Z,168.59,993.12,10,34.77,21,96.15
